"title","rating","travelDate","publishedDate","text","url","user/avatar","user/avatar/height","user/avatar/id","user/avatar/image","user/avatar/width","user/contributions/helpfulVotes","user/contributions/totalContributions","user/link","user/name","user/userId","user/userLocation","user/userLocation/id","user/userLocation/name","user/userLocation/shortName","user/username","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website"
"Average hotel with average things to offer!","3","2017-11","2017-12-02","The check in was fast and okay. The staff at the reception did not even offer to take the baggage to room as a courtesy. The hotel rooms are oddly shaped with not so great view. The bathrooms are not that spacious too. The bedding is soft nice however the AC is central and only thing we can control is the blower which makes exceptionally loud sound. 
I had a fluffy omelette in the evening to snack on and that was delicious! Did not have dinner though but had very high hopes for breakfast the next day.
I went with very high hopes for breakfast but was highly disappointed. The options were few and whatever was offered was not upto the mark. The Dhokla was undercooked and the poha was over fried, the omelette was thin and the toast was not toasted at all. After having dhokla I did not even think of having idli sambar.
The check out was smooth, however there was spelling mistake even though I had provided my ID proof etc. So was disappointing that the receptionist had one task to do which he could not do properly.","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r544615569-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"50","274948416","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/63/61/40/patildh07.jpg","50","7","78","www.tripadvisor.com/Profile/patildh07","BeyondPixel","115D970B5AE12FF6C91C48A7FA00F707",,"297654","Pune, India","Pune","patildh07",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Not  good at all","2","2017-12","2017-12-01","On arrival experience was very bad, rooms are not ready on arrival.  Last minute searching.  No drinking water in room & no complimentary mineral water bottle after so much expensive hotel. No assistance found while I am struggling to get my luggage to room. Rooms are much congested. Toilet flush was old style & difficult to operate.  Overall not worth for paid money ","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r544512166-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"1200","452387495","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg","1200","1","5","www.tripadvisor.com/Profile/905vijayh","Vijay H","30F78A6EDB36AD181E9A2F5869338DAA",,,,,"905vijayh",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Comfort Inn really !!!","5","2017-10","2017-11-06","Positives : Lovely breakfast nice spacious rooms and good clean rooms and shower. Value for money. 

Diwali time they shifted me abruptly to a different room but that apart really good place. Must tell your patrons before hand. Chalo no issues. 

Slight disappointment : Treadmill was not working for the week I was staying. Thanks to Diwali time or lack of guests breakfast buffet became order what you want.
Room access cards must be made touch better. 

All in all definitely recommend.","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r538948690-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"50","274775420","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/60/bd/7c/srivatsan-k.jpg","50","1","3","www.tripadvisor.com/Profile/SrivatsanK7","Srivatsan K","0528CD4922BD1BE240AB3F7792F2DB56",,,,,"SrivatsanK7",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Staff is Misleading !!","2","2017-09","2017-09-07","I stayed here for 3 nights  and the price confirmed to me over the phone was all inclusive, taxes and breakfast. but at the time of check out they asked for 18% taxes extra and even charged for breakfast separately.I also belong to travel industry and i am well aware of all these things. This is utter nonsense.

Breakfast was very limited. Rooms were too small and service was very very poor. You will get far better deals in other hotels in the price they offer.

Not Recommended.","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r522219890-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"1200","452391608","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg","1200","1","3","www.tripadvisor.com/Profile/Akanksha1208","Akanksha1208","ADC94F04FBA810D8BD119C20254158A0",,"304551","New Delhi, India","New Delhi","Akanksha1208",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Wonderful Stay","5","2017-06","2017-07-10","I stayed in this hotel for a night last month i.e June 2017 and it turned out to be a wonderful expereicne for me. This hotel is situatedon the busy Navrangpura area that is very wellconnected with all the major attractions in Ahmedabad. the Ahmedabad Rai;way Station is just a 15-20 min drive from this hotel. CG road is itself a very happening area during evenng times so there is every reason to stay in this hotel.

The hotel staff is friendly and they even helped me to book a cab when I could not find one at the time of need.","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r500584378-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"1200","452387929","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg","1200","3","5","www.tripadvisor.com/Profile/nitind365","nitin d","8266A5BF48DB4B202D42B577C51FDDE7",,,,,"nitind365",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Decent stay and food","3","2017-01","2017-01-30","This hotel is quite old but still has been maintained well with clean rooms to offer with good ambience but average food was offered...Services have lot of scope for improvement...the connectivity for reaching the hotel is very good...","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r456062856-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"1200","452391608","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg","1200","42","223","www.tripadvisor.com/Profile/raj_51286","Rajesh G","089AE623FCBFE12FE568952B3F130643",,"1532344","Navi Mumbai, India","Navi Mumbai","raj_51286",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"A Good Stay","3","2016-12","2016-12-16","Stayed here for one night in December 2016 during my office tour. The rooms are good and spacious. The breakfast spread is not too large but enough to fill. The location of this hotel is just within the reach of C G Road which is the business area of the city. There are many restaurants around to have a lunch / south indian bites like Bawarchi, Shiv Sagar, etc","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r444761582-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"205","19820682","https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/8a/avatar011.jpg","205","51","38","www.tripadvisor.com/Profile/amitsha_9","amitsha_9","D18F4AD5DE6C4D56445766002F191B6A",,,,,"amitsha_9",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Okay for the price","3","2016-10","2016-10-07","Got a good deal while booking this hotel. Had requested for early check in and same was done in no time at all. The rooms are a bit dated and smell of mold. apparently they have recently undergone an upgradation but the rooms show very little signs of the same. Floorboards in the hallway are creaky. Rooms are okay in size but bathrooms are too tiny. 
The thermostat for the central A/C has only a knob and temperature cannot be controlled, only the flow can be reduced a bit. Not a very good night's sleep there.
Location is very good, located on the busy C.G road and lots of eateries around.
Only had the buffet breakfast which was seriously limited in choices. 
Did not try the in-room dining.
Can be visited if on an official trip or for a short trip where you stay only to sleep.","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r426020124-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"1783","724786380","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/33/5c/cc/shehwaz.jpg","1783","193","1120","www.tripadvisor.com/Profile/shehwaz","Shehwaz","36C26B202EAFBFC5519BD5D6EF59786B",,"297608","Ahmedabad, India","Ahmedabad","shehwaz",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Average ","3","2015-11","2016-09-06","I had my been there for one day my room was ok there is wifi issue. Internet is very slow and no range in my room. Had morning breakfast it was okay. Nothing was soecial or great about this hotel. No idea about lunch and dinner","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r415475144-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"1200","452390504","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg","1200","25","125","www.tripadvisor.com/Profile/Abhishek-Pawaskar","Abhishek-Pawaskar","56CD75A43DF42FEB47863600D4A70CD5",,"297630","Mangalore, India","Mangalore","Abhishek-Pawaskar",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Great stay at affordable prices...","3","2016-05","2016-08-26","It was a great stay at affordable prices and that too at the great location of CG road. The rooms were very well maintained & staff was good too. The food offered can be improved. Its a great value for money hotel, specially if you are on business travel.","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r411165793-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"1200","452390771","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg","1200","91","772","www.tripadvisor.com/Profile/AmitTraveller2016","AmitTraveller2016","2C640AA165C8BC295BC949237788AB86",,,,,"AmitTraveller2016",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"It's very close to Taj Mahal..","5","2025-09","2025-11-15","I was stay in Taj inn hotel, it's very near to Taj Mahal like walkable distance only half km. They have good roof top restaurant where you can see the Taj Mahal. They have good rooms and specially good services. and also thanks to Mr. Mohit Maheshwari, they have every time help me. So,I will recommend this hotel to everyone.","https://www.tripadvisor.com/ShowUserReviews-g297683-d2038421-r1039096187-Hotel_Taj_Inn-Agra_Agra_District_Uttar_Pradesh.html",,"1200","452360110","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg","1200","0","1","www.tripadvisor.com/Profile/Cruiser46643934058","Devanshi Malu","DF3CD038BFE98BFB5D048D7712D400B2",,"9562941","Kasganj, India","Kasganj","Cruiser46643934058",,,,,,,,"Fatehabad Road 18/163B/3/1A Taj View Crossing, Agra 282001 India","Agra","India","282001","Uttar Pradesh","Fatehabad Road","18/163B/3/1A Taj View Crossing","2038421","27.162039","Agra, Agra District, Uttar Pradesh","78.03904","Hotel Taj Inn","413","3.9","38","43","51","66","215","https://www.tripadvisor.com/Hotel_Review-g297683-d2038421-Reviews-Hotel_Taj_Inn-Agra_Agra_District_Uttar_Pradesh.html","http://www.hoteltajinn.com"
